City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,heyuan,23.7333,114.6833,26.77,87,51,1.26,CN,1686234006
293,carnarvon,-24.8667,113.6333,19.17,55,0,6.87,AU,1686233476
294,egilsstadir,65.2653,-14.3948,15.95,44,75,6.17,IS,1686233480
295,palu,-0.8917,119.8707,24.63,96,14,0.72,ID,1686234006
296,hami,42.8,93.45,33.67,10,49,2.45,CN,1686234006
297,shakiso,5.75,38.9167,20.77,72,100,1.5,ET,1686234007
298,enewetak,11.3474,162.3373,26.65,84,77,9.17,MH,1686233493
299,hithadhoo,-0.6,73.0833,28.9,66,13,0.52,MV,1686233456
300,nacala,-14.5428,40.6728,27.81,59,5,3.87,MZ,1686234007
301,alpena,45.0617,-83.4327,18.18,53,0,4.12,US,1686234007
302,swakopmund,-22.6833,14.5333,17.21,83,25,2.68,NA,1686234007
303,knyaze-volkonskoye,48.4642,135.4567,15.19,89,100,2.76,RU,1686234007
304,flying fish cove,-10.4217,105.6791,25.82,88,100,5.14,CX,1686234007
305,pacific grove,36.6177,-121.9166,13.69,90,0,0.45,US,1686234007
306,champerico,14.3,-91.9167,27.51,74,84,2.06,GT,1686233478
307,papao,-17.75,-149.55,21.82,64,28,9.53,PF,1686233522
308,tralee,52.2704,-9.7026,21.14,52,0,7.72,IE,1686233471
309,nadi,-17.8,177.4167,21.0,100,75,1.54,FJ,1686234008
310,kenora,49.8167,-94.4337,19.54,32,40,5.14,CA,1686234008
311,fale old settlement,-9.3852,-171.2468,28.34,76,81,4.0,TK,1686233469
312,porto velho,-8.7619,-63.9039,28.03,78,0,1.54,BR,1686233944
313,fortuna,40.5982,-124.1573,13.29,97,100,2.06,US,1686233513
314,cody,44.5263,-109.0565,16.12,83,100,0.45,US,1686233775
315,puerto aysen,-45.4,-72.7,9.02,76,75,7.72,CL,1686233497
316,susanville,40.4163,-120.653,12.73,78,0,0.0,US,1686234008
317,novyye lapsary,56.0685,47.2142,15.84,51,40,4.0,RU,1686234009
318,pamandzi,-12.7967,45.2794,28.88,70,75,3.09,YT,1686234009
319,coquimbo,-29.9533,-71.3436,14.85,82,75,2.57,CL,1686233197
320,hengchun,22.0042,120.7439,28.01,81,31,3.05,TW,1686234009
321,zaozersk,69.4005,32.4476,6.23,57,100,7.37,RU,1686234009
322,dhulia,20.9,74.7833,36.8,27,17,6.78,IN,1686234009
323,whitehouse,32.2268,-95.2255,26.16,82,3,1.28,US,1686234009
324,taltal,-25.4,-70.4833,18.02,69,22,1.79,CL,1686234009
325,cole harbour,44.6724,-63.4751,11.01,95,100,2.57,CA,1686233472
326,alaghsas,17.0187,8.0168,41.94,24,20,2.06,NE,1686233499
327,sao filipe,14.8961,-24.4956,26.07,75,6,2.19,CV,1686234010
328,novyy urengoy,66.0833,76.6333,9.99,49,100,7.73,RU,1686233787
329,misratah,32.3754,15.0925,23.72,59,27,4.41,LY,1686234010
330,jiangyou,31.7667,104.7167,25.26,62,90,0.6,CN,1686234010
331,aleg,17.0481,-13.9209,43.67,12,0,7.39,MR,1686234010
332,charlottetown,46.2352,-63.1267,14.16,87,100,4.63,CA,1686234010
333,okakarara,-20.5833,17.4333,28.71,14,5,2.68,NA,1686234011
334,basoko,1.2391,23.616,31.1,54,75,1.97,CD,1686234011
335,porto novo,6.4965,2.6036,28.9,86,100,3.19,BJ,1686233497
336,sohbatpur,28.5202,68.5434,43.45,18,0,6.11,PK,1686234011
337,puerto deseado,-47.7503,-65.8938,13.08,64,100,12.31,AR,1686233479
338,kerikeri,-35.2268,173.9474,12.17,81,87,0.89,NZ,1686233474
339,tizi gheniff,36.5884,3.7745,33.51,29,100,4.59,DZ,1686234012
340,as sulayyil,20.4607,45.5779,42.14,10,1,1.57,SA,1686234012
341,tolanaro,-25.0319,46.9987,23.96,80,0,6.02,MG,1686233475
342,harnosand,62.6323,17.9379,14.01,42,100,1.3,SE,1686234012
343,ghazni,33.5536,68.4269,26.28,13,0,2.54,AF,1686234013
344,morant bay,17.8815,-76.4093,29.84,84,88,5.44,JM,1686234013
345,coahuayana de hidalgo,18.7,-103.6583,27.09,75,29,0.71,MX,1686234013
346,visakhapatnam,17.69,83.2093,33.94,59,20,1.54,IN,1686234013
347,yeniseysk,58.4497,92.1703,25.16,62,5,1.3,RU,1686234013
348,amungan,15.3652,119.9582,27.9,79,69,0.9,PH,1686234013
349,agua branca,-5.8922,-42.6361,32.26,43,15,3.41,BR,1686234014
350,murzuq,25.9155,13.9184,36.13,17,92,2.11,LY,1686234014
351,namibe,-15.1961,12.1522,21.93,64,9,4.15,AO,1686233490
352,antsohihy,-14.8796,47.9875,29.54,42,0,2.79,MG,1686234014
353,vila velha,-20.3297,-40.2925,26.08,59,40,2.57,BR,1686233447
354,russkaya polyana,49.417,31.9201,20.92,58,99,2.6,UA,1686234014
355,oulu,65.0124,25.4682,11.23,74,75,6.69,FI,1686234014
356,christchurch,-43.5333,172.6333,6.64,89,100,1.03,NZ,1686233943
357,aginskoye,51.1,114.53,12.26,62,35,3.82,RU,1686234014
358,al jadid,27.05,14.4,34.17,18,10,2.36,LY,1686234015
359,isangel,-19.55,169.2667,21.07,66,3,4.1,VU,1686233471
360,reftinskiy,57.0901,61.6769,14.33,65,96,4.89,RU,1686234015
361,breves,-1.6822,-50.4803,29.3,68,68,1.59,BR,1686234015
362,shahrinav,38.5709,68.335,34.55,18,12,2.72,TJ,1686234015
363,kish,26.5578,54.0194,34.15,62,0,5.14,IR,1686234015
364,norman gardens,-23.3224,150.5393,13.29,94,75,0.0,AU,1686234016
365,bengkulu,-3.8004,102.2655,24.71,93,100,1.43,ID,1686234016
366,san luis de la loma,17.2706,-100.8939,28.88,64,62,0.17,MX,1686233496
367,kiffa,16.6166,-11.4045,44.39,8,42,5.47,MR,1686234017
368,mantua,45.1667,10.7833,28.36,54,29,1.34,IT,1686233512
369,diano marina,43.9103,8.0793,25.18,68,20,3.09,IT,1686234017
370,huarmey,-10.0681,-78.1522,23.45,82,89,3.13,PE,1686233508
371,bardai,11.65,7.2333,32.33,44,95,3.41,NG,1686233482
372,acajutla,13.5928,-89.8275,27.79,75,99,0.88,SV,1686234017
373,portland,45.5234,-122.6762,14.42,82,75,3.13,US,1686233931
374,borazjan,29.2666,51.2159,40.6,13,0,5.22,IR,1686234017
375,waddan,29.1614,16.139,32.11,21,64,5.99,LY,1686233514
376,kapa'a,22.0752,-159.319,24.18,90,75,4.12,US,1686233480
377,grants pass,42.439,-123.3284,18.38,73,0,0.0,US,1686234018
378,ca mau,9.1769,105.15,26.33,82,97,2.45,VN,1686234018
379,johvi,59.3592,27.4211,16.51,46,32,2.34,EE,1686234018
380,grand gaube,-20.0064,57.6608,24.22,68,0,0.45,MU,1686234018
381,weno,7.4515,151.8468,27.54,77,100,1.98,FM,1686233491
382,kainantu,-6.2887,145.8655,16.13,99,100,0.72,PG,1686234019
383,dunedin,-45.8742,170.5036,6.0,86,0,1.34,NZ,1686233391
384,filadelfia,39.9523,-75.1638,20.99,46,75,3.09,US,1686233765
385,kenai,60.5544,-151.2583,10.57,99,100,6.17,US,1686233477
386,yanta,36.2411,115.6672,27.74,20,0,4.62,CN,1686234019
387,hajjah,15.6943,43.6058,26.38,46,64,3.59,YE,1686234019
388,ayr,55.4627,-4.6339,19.99,45,0,5.14,GB,1686234019
389,usogorsk,63.4106,48.6872,12.76,35,100,3.2,RU,1686233509
390,amga,60.8953,131.9608,12.21,72,79,0.92,RU,1686233520
391,seneca falls,42.9106,-76.7966,15.68,84,99,3.25,US,1686233757
392,santa elena de uairen,4.6167,-61.1333,24.39,66,86,2.56,VE,1686233489
393,sikandarabad,28.45,77.7,37.7,16,1,4.11,IN,1686234020
394,owando,-0.4819,15.8999,32.46,48,53,1.05,CG,1686234020
395,northam,51.0333,-4.2167,19.12,70,100,8.13,GB,1686234020
396,lively,46.4334,-81.1498,16.68,56,88,3.03,CA,1686234020
397,texarkana,33.4251,-94.0477,27.12,66,0,2.06,US,1686234020
398,cabedelo,-6.9811,-34.8339,28.37,76,65,5.94,BR,1686233516
399,sitia,35.2,26.0986,22.24,74,43,2.88,GR,1686233513
400,stepnoye,51.4,46.8667,23.23,37,17,3.92,RU,1686234020
401,vikindu,-7.0067,39.2985,25.93,78,18,4.19,TZ,1686234021
402,hillsborough,37.5741,-122.3794,16.01,84,40,1.54,US,1686234021
403,recreo,-29.2818,-65.061,23.52,63,47,6.63,AR,1686234021
404,baker city,44.7749,-117.8344,18.11,65,100,3.09,US,1686233842
405,sandnessjoen,66.0217,12.6316,10.29,53,20,5.66,NO,1686234021
406,la passe,45.5549,-0.8967,29.45,60,100,2.61,FR,1686233480
407,puri,19.8,85.85,29.29,86,100,7.91,IN,1686234021
408,zvishavane,-20.3267,30.0665,29.5,13,0,0.97,ZW,1686234021
409,pathein,16.7833,94.7333,26.45,80,63,2.65,MM,1686234022
410,ocean shores,46.9737,-124.1563,13.49,83,100,3.6,US,1686233770
411,zeya,53.75,127.2667,13.36,96,100,1.94,RU,1686233496
412,mandali,33.7499,45.5541,40.86,7,0,7.9,IQ,1686234022
413,summerside,46.3959,-63.7876,13.16,94,100,3.09,CA,1686234022
414,vrontados,38.4089,26.1328,23.92,73,20,2.06,GR,1686234022
415,salekhard,66.53,66.6019,8.51,55,100,3.69,RU,1686233517
416,mingyue,43.1069,128.9217,12.95,99,100,0.71,CN,1686234022
417,vila do maio,15.1333,-23.2167,31.44,81,4,3.23,CV,1686234022
418,chhor,25.5167,69.7667,38.14,31,0,8.23,PK,1686234023
419,gebeit,21.0667,36.3167,40.16,10,29,7.95,SD,1686234023
420,yelizovo,53.1873,158.3805,8.08,65,75,4.02,RU,1686234023
421,jayapura,-2.5333,140.7,25.66,86,100,1.9,ID,1686233518
422,arhavi,41.3492,41.3069,22.95,84,31,0.92,TR,1686234023
423,cockburn town,21.4612,-71.1419,28.04,84,83,7.0,TC,1686233493
424,marsa alam,25.0757,34.8918,34.3,40,99,5.86,EG,1686234023
425,serra talhada,-7.9919,-38.2983,30.56,40,6,5.68,BR,1686234017
426,ismayilli,40.779,48.1638,21.4,57,90,0.89,AZ,1686234023
427,general acha,-37.377,-64.6043,19.0,60,99,9.23,AR,1686234024
428,castillos,-34.1667,-53.8333,18.88,91,96,4.05,UY,1686233520
429,prainha,-1.8,-53.48,29.02,67,16,2.46,BR,1686234024
430,teotitlan,18.1319,-97.0767,24.8,71,47,1.11,MX,1686234024
431,tam ky,15.5667,108.4833,26.94,84,98,2.07,VN,1686233959
432,oltinko'l,40.8011,72.1634,36.2,11,0,1.87,UZ,1686233479
433,paita,-5.0892,-81.1144,24.38,77,97,5.4,PE,1686234024
434,arar,30.9753,41.0381,38.01,7,0,2.06,SA,1686233780
435,warrnambool,-38.3833,142.4833,11.87,70,100,10.62,AU,1686234024
436,puerto lempira,15.2667,-83.7667,30.08,70,20,0.0,HN,1686234025
437,port alfred,-33.5906,26.891,22.32,49,5,2.68,ZA,1686233506
438,hampton bays,40.869,-72.5176,19.41,63,100,4.63,US,1686233844
439,broome,42.2506,-75.833,13.27,86,100,3.09,US,1686234025
440,daoukro,7.0591,-3.9631,28.1,73,76,2.71,CI,1686233777
441,dubbo,-32.25,148.6167,8.07,76,100,0.0,AU,1686234025
442,beni saf,35.301,-1.3823,27.16,76,100,3.98,DZ,1686234025
443,saacow,1.6279,42.4407,31.76,47,100,9.97,SO,1686234025
444,ust'-ilimsk,58.0006,102.6619,18.61,78,95,2.97,RU,1686234025
445,magadan,59.5667,150.8,6.41,89,17,1.91,RU,1686234025
446,dhidhdhoo,6.8833,73.1,29.14,78,100,7.41,MV,1686234026
447,olinda,-8.0089,-34.8553,25.85,94,75,4.63,BR,1686233851
448,chelno-vershiny,54.4333,51.1,17.87,55,6,5.41,RU,1686234026
449,sierra grande,-41.606,-65.3557,17.72,34,64,8.49,AR,1686233517
450,zhangjiajie,29.1294,110.4783,24.0,82,92,1.13,CN,1686234026
451,xuanzhou,30.9525,118.7553,25.04,65,100,2.86,CN,1686234026
452,cambria,35.5641,-121.0808,15.9,86,2,0.99,US,1686233508
453,betio village,1.358,172.9211,28.02,81,100,5.11,KI,1686234026
454,san pedro pochutla,15.7333,-96.4667,28.73,67,100,2.11,MX,1686234026
455,carolina beach,34.0352,-77.8936,19.04,96,100,2.25,US,1686234027
456,namtsy,62.7161,129.6658,12.05,57,88,1.69,RU,1686234027
457,marabba,12.35,32.1833,36.89,28,73,2.32,SD,1686234027
458,shinkafi,13.0753,6.5105,37.03,30,100,3.7,NG,1686234027
459,mossel bay,-34.1831,22.146,20.96,60,82,4.97,ZA,1686233501
460,koz'modem'yansk,56.3367,46.5711,15.71,53,36,3.05,RU,1686234027
461,greater sudbury,46.49,-80.99,16.7,56,78,2.24,CA,1686234027
462,karratha,-20.7377,116.8463,20.96,50,82,0.62,AU,1686234027
463,perevoz,55.5961,44.5446,18.2,58,43,2.94,RU,1686234027
464,newnham,-41.3833,147.1333,11.53,90,100,6.69,AU,1686234028
465,cozumel,20.5083,-86.9458,28.04,87,0,2.57,MX,1686233857
466,tazovsky,67.4667,78.7,5.96,59,100,8.05,RU,1686233344
467,cruzeiro do sul,-29.5128,-51.9853,22.51,74,9,2.05,BR,1686234028
468,taguatinga,-12.3857,-46.5711,30.97,35,89,3.74,BR,1686234028
469,fort st. john,56.2499,-120.8529,11.9,69,8,1.06,CA,1686233250
470,petropavlovsk-kamchatsky,53.0452,158.6483,7.1,65,89,1.36,RU,1686233470
471,mukalla,14.5425,49.1242,32.05,67,100,2.7,YE,1686234028
472,tshabong,-26.05,22.45,22.76,16,0,5.85,BW,1686234028
473,mili,6.0815,171.735,28.64,77,73,8.91,MH,1686233505
474,chernomorskoye,45.5039,32.6997,22.96,55,6,7.26,UA,1686234029
475,tubarjal,30.4999,38.216,36.16,11,0,4.08,SA,1686234029
476,mar del plata,-38.0023,-57.5575,14.49,97,100,2.06,AR,1686234029
477,kathu,7.9178,98.3332,30.39,99,100,4.0,TH,1686234029
478,selfoss,63.9331,-20.9971,10.58,96,100,6.18,IS,1686234029
479,bani walid,31.7566,13.9942,30.01,26,39,3.48,LY,1686234029
480,sarmiento,-45.5882,-69.07,13.42,58,14,19.59,AR,1686234029
481,hasaki,35.7333,140.8333,21.23,87,100,5.52,JP,1686233485
482,hauterive,46.0901,3.4459,28.42,41,58,1.08,FR,1686234030
483,kikwit,-5.041,18.8162,29.96,56,94,0.88,CD,1686234030
484,paracuru,-3.41,-39.0306,28.95,65,19,5.99,BR,1686234030
485,kalianget,-7.05,113.9333,26.9,80,0,4.04,ID,1686234030
486,nouadhibou,20.931,-17.0347,25.99,73,20,7.2,MR,1686233492
487,nakhon thai,17.1006,100.8374,24.79,99,100,0.69,TH,1686234030
488,sao luis de montes belos,-16.525,-50.3722,28.18,37,1,1.56,BR,1686234030
489,rouissat,31.9243,5.3502,38.04,16,4,3.09,DZ,1686234030
490,turkmenbasy,40.0222,52.9552,24.84,41,99,8.88,TM,1686233516
491,laguna,38.421,-121.4238,15.99,77,75,4.12,US,1686233456
492,alfredo chaves,-20.635,-40.7497,26.5,48,0,1.36,BR,1686234031
493,naze,28.3667,129.4833,23.41,90,98,7.03,JP,1686233240
494,cuatro cienegas de carranza,26.9833,-102.0833,25.62,66,6,1.98,MX,1686233478
495,dire,12.2833,-10.9667,40.14,22,100,3.04,ML,1686234031
496,rikaze,29.25,88.8833,16.75,18,0,4.68,CN,1686234031
497,tomatlan,19.9333,-105.25,25.1,76,8,0.6,MX,1686233519
498,cavelossim,15.1726,73.9419,29.0,79,77,2.74,IN,1686234031
499,dogubayazit,39.5469,44.0842,22.39,44,16,3.33,TR,1686234031
500,sagara,34.6833,138.2,17.77,94,100,4.31,JP,1686234032
501,venta de banos,41.9371,-4.4645,24.26,60,100,3.58,ES,1686234032
502,cooper's town,26.8667,-77.5167,27.8,75,100,7.76,BS,1686233507
503,saint-philippe,-21.3585,55.7679,23.77,81,42,4.54,RE,1686233490
504,arbus,39.5272,8.5994,25.08,53,42,1.04,IT,1686234032
505,brisas barra de suchiate,14.55,-92.2167,28.1,76,73,2.2,MX,1686234032
506,kuusamo,65.9667,29.1833,7.02,87,75,4.63,FI,1686234032
507,bathsheba,13.2167,-59.5167,30.34,79,40,5.66,BB,1686234032
508,fish town,5.1964,-7.8756,26.3,88,99,2.5,LR,1686234032
509,san juan,-31.5375,-68.5364,18.9,50,0,1.73,AR,1686233986
510,freeport,40.6576,-73.5832,20.55,54,0,2.57,US,1686234033
511,novomichurinsk,54.0384,39.7479,22.11,53,4,2.48,RU,1686234033
512,hammerfest,70.6634,23.6821,5.25,81,75,4.63,NO,1686233486
513,kermanshah,34.3142,47.065,29.5,15,40,3.09,IR,1686234033
514,mahina,-17.5065,-149.489,21.87,78,20,1.03,PF,1686234033
515,ribas do rio pardo,-20.4431,-53.7592,23.85,50,0,3.29,BR,1686233277
516,mount pearl,47.5166,-52.7813,16.19,93,75,2.06,CA,1686233505
517,uusikaupunki,60.8004,21.4084,11.14,54,2,6.5,FI,1686233780
518,corner brook,48.9667,-57.9484,10.09,79,91,1.75,CA,1686234033
519,port augusta,-32.5,137.7667,12.8,57,0,6.48,AU,1686234033
520,zuwarah,32.9312,12.082,24.71,56,94,5.28,LY,1686234033
521,arraial do cabo,-22.9661,-42.0278,23.92,73,0,4.12,BR,1686233365
522,baraki barak,33.9675,68.9486,28.0,11,0,2.27,AF,1686234034
523,maranding,7.9248,123.7715,24.64,95,84,0.49,PH,1686234034
524,ebeltoft,56.1944,10.6821,25.01,31,0,2.57,DK,1686234035
525,muntok,-2.0667,105.1833,25.27,92,99,3.61,ID,1686234035
526,choyr,46.3611,108.3611,17.42,39,29,5.57,MN,1686234035
527,daru,-9.0763,143.2092,25.3,86,93,6.95,PG,1686234035
528,howard springs,-12.497,131.047,25.95,79,100,1.38,AU,1686233515
529,piacabucu,-10.4056,-36.4344,27.6,64,0,4.39,BR,1686234036
530,tamandare,-8.7597,-35.1047,26.8,80,24,4.44,BR,1686234036
531,inirida,3.8653,-67.9239,22.99,99,100,1.83,CO,1686234036
532,mount isa,-20.7333,139.5,20.87,46,40,5.66,AU,1686233474
533,pyhajarvi,67.0701,27.2176,9.44,42,100,6.15,FI,1686234036
534,kimbe,-5.5502,150.1429,24.09,93,94,2.23,PG,1686234036
535,port sudan,19.6175,37.2164,36.52,35,6,4.61,SD,1686234036
536,al fuwayliq,26.4432,43.2534,36.85,8,0,9.84,SA,1686234036
537,parakou,9.3372,2.6303,30.76,54,92,5.27,BJ,1686234036
538,dongola,19.1667,30.4833,42.52,16,98,2.66,SD,1686234037
539,ishigaki,24.3448,124.1572,26.07,94,75,3.6,JP,1686234037
540,canutama,-6.5339,-64.3831,30.03,63,58,0.93,BR,1686234037
541,sydney,-33.8679,151.2073,12.75,75,0,2.57,AU,1686233803
542,medvezh'yegorsk,62.9167,34.4667,9.6,92,100,2.75,RU,1686234037
543,ust-tsilma,65.441,52.1498,10.17,40,100,1.76,RU,1686233501
544,queenstown,-31.8976,26.8753,15.69,39,9,9.1,ZA,1686233472
545,plouzane,48.3833,-4.6167,23.18,75,75,7.72,FR,1686234037
546,lamu,-2.2717,40.902,26.93,76,51,5.93,KE,1686234037
547,guanica,17.9716,-66.908,32.94,73,90,8.92,PR,1686234037
548,alvear,-29.0968,-56.5504,22.39,60,0,5.55,AR,1686234038
549,aizpute,56.7167,21.6,21.57,33,2,3.95,LV,1686234038
550,walvis bay,-22.9575,14.5053,17.27,63,4,7.67,NA,1686234038
551,naifaru,5.4444,73.3657,28.77,82,100,5.99,MV,1686234038
552,bushehr,28.9684,50.8385,35.05,49,0,4.12,IR,1686234038
553,makow mazowiecki,52.8649,21.1005,27.59,38,12,3.8,PL,1686234038
554,mata-utu,-13.2816,-176.1745,27.23,79,19,2.65,WF,1686233474
555,kasongo-lunda,-6.4667,16.8167,32.02,43,95,1.05,CD,1686234038
556,khorinsk,52.1657,109.7726,13.92,45,57,1.64,RU,1686234038
557,sarina,-21.4333,149.2167,17.56,59,10,2.17,AU,1686234039
558,carbonear,47.7332,-53.2148,16.91,91,29,0.81,CA,1686234039
559,tallahassee,30.4383,-84.2807,28.51,79,40,4.12,US,1686233379
560,mabaruma,8.2,-59.7833,29.9,65,94,2.55,GY,1686233500
561,bolgar,54.95,49.0667,16.45,60,5,4.73,RU,1686234039
562,jilove,50.7608,14.1038,22.48,54,100,2.06,CZ,1686234039
563,flin flon,54.7682,-101.865,24.91,41,20,1.54,CA,1686234039
564,lompoc,34.6391,-120.4579,15.85,83,6,2.24,US,1686233497
565,holualoa,19.6228,-155.9522,21.91,93,100,2.57,US,1686233513
566,calca,-13.3333,-71.95,11.64,65,0,1.28,PE,1686234039
567,shingu,33.7333,135.9833,19.35,98,100,1.08,JP,1686234039
568,hadibu,12.65,54.0333,30.12,72,73,4.64,YE,1686233491
569,cadale,2.7603,46.3222,27.31,80,100,9.51,SO,1686234040
570,rongelap,11.1635,166.8941,27.62,80,99,9.8,MH,1686233465
571,banda aceh,5.5577,95.3222,27.39,79,100,5.83,ID,1686234040
572,bangassou,4.7413,22.8184,32.68,43,100,0.95,CF,1686234040
573,san mariano,7.5,126.0,23.71,96,100,1.43,PH,1686234040
574,lawas,13.764,121.0566,27.77,85,63,3.16,PH,1686234040
575,nova vicosa,-17.8919,-39.3719,25.45,62,2,3.11,BR,1686234040
576,belyy yar,53.6039,91.3903,24.94,50,40,5.0,RU,1686234040
577,likhoslavl',57.1275,35.464,20.94,33,44,1.77,RU,1686234040
578,fundacion,10.5207,-74.185,29.98,72,100,3.01,CO,1686234041
579,aden,12.7794,45.0367,31.35,76,57,4.37,YE,1686234041
580,taber,49.8167,-112.1518,21.91,83,35,2.06,CA,1686234041
581,concepcion,-36.827,-73.0498,13.89,94,100,10.29,CL,1686234041
582,val-d'or,48.1002,-77.7828,16.05,55,40,5.66,CA,1686234041
